headline,link,description,time,SubCategory,Category
পুণ্যস্নানের মধ্য দিয়ে শেষ হল রাস উৎসব,https://banglanews24.com/national/news/bd/893612.details,"পটুয়াখালী: কুয়াকাটা সমুদ্র সৈকতে পুণ্যস্নানের মধ্য দিয়ে শেষ হয়েছে সনাতন ধর্মাবলম্বীদের শত বছরের ঐতিহ্যবাহী রাস উৎসব।
শুক্রবার","November 19, 2021",Religion,Religion
পরমাত্মার সঙ্গে জীবাত্মার মিলনই হচ্ছে রাস,https://banglanews24.com/national/news/bd/893378.details,"পটুয়াখালী: সমুদ্র সৈকত কুয়াকাটায় হিন্দু ধর্মাবলম্বীদের শত বছরের ঐতিহ্যবাহী রাস উৎসব ও পূর্ণিমা শুরু হয়েছে।
বৃহস্পতিবার (১৮","November 18, 2021",Religion,Religion
৪৫ লাখ টাকার কারেন্ট জাল ও ৩০ মণ জাটকা জব্দ,https://banglanews24.com/national/news/bd/893245.details,"পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় দেড় লাখ মিটার কারেন্ট জাল ও ৩০ মণ ঝাটকা ইলিশ জব্দ করেছে নৌ-পুলিশ। 
বুধবার (১৭ নভেম্বর) বিকেলে","November 17, 2021",Miscellaneous,Miscellaneous
‘১০ টাকা চালের বদলে আ.লীগ লাঠির বাড়ি খাওয়াচ্ছে’,https://banglanews24.com/politics/news/bd/893180.details,"পটুয়াখালী: জাতীয়তাবাদী মহিলা দলের কেন্দ্রীয় কমিটির সভানেত্রী আফরোজা আব্বাস বলেছেন, আওয়ামী লীগ সরকার বিএনপির নারী নেতাকর্মীদের","November 17, 2021",Politics,Politics & Movement
পটুয়াখালী ছাত্রাবাসের দেবে যাওয়া ফ্লোরের সংস্কার শুরু,https://banglanews24.com/national/news/bd/893079.details,পটুয়াখালী: সোমবার (১৫ নভেম্বর) গভীর রাতে পটুয়াখালী সরকারি কলেজের শেখ কামাল হোস্টেলের ফ্লোর দেবে গিয়ে আটজন ছাত্র আহত হওয়ার ঘটনার পরে,"November 17, 2021",Development,Development & Welfare
শালা-দুলাভাই বলায় আ.লীগের ২ চেয়ারম্যানের মারামারি,https://banglanews24.com/politics/news/bd/893043.details,পটুয়াখালী: পটুয়াখালীর বাউফল উপজেলায় নবনির্বাচিত দুই ইউনিয়ন পরিষদ চেয়াম্যানের মধ্যে মারামারির ঘটনা ঘটেছে। একপর্যায়ে উপজেলা,"November 16, 2021",Crime,Law & Order
কলেজ ছাত্রাবাসের মেঝে ৭ ফুট দেবে আহত ৮,https://banglanews24.com/national/news/bd/892847.details,"পটুয়াখালী: হঠাৎ করে পটুয়াখালী সরকারি কলেজ ছাত্রাবাসের নিচতলার ফ্লোর (মেঝে) সাত ফুট দেবে গিয়ে আটজন ছাত্র আহত হয়েছেন। 
আহতদের উদ্ধার","November 16, 2021",Crime,Law & Order
পটুয়াখালীতে ৩০ মণ জাটকা জব্দ,https://banglanews24.com/national/news/bd/892554.details,"পটুয়াখালী: পটুয়াখালীর মহিপুরে নিজামপুরে অভিযান চালিয়ে ৩০ মণ জাটকা জব্দ করেছে কোস্টাগার্ড।
রোববার (১৪ নভেম্বর) সন্ধ্যায় হাজিপুর","November 14, 2021",Miscellaneous,Miscellaneous
সুযোগ পেলে বিএনপি-জামায়াত দেশকে পাকিস্তান বানাবে,https://banglanews24.com/politics/news/bd/892246.details,"পটুয়াখালী: ১৯৭১ সালের পরাজিত শক্তি এখন সাম্প্রদায়িক সম্প্রীতি বিনষ্টে ষড়যন্ত্র করছে। সে সময় পাকিস্তানিরা যেভাবে করেছিল,","November 13, 2021",Politics,Politics & Movement
পটুয়াখালীতে ১২০ কেজি জাটকা জব্দ,https://banglanews24.com/national/news/bd/892225.details,"পটুয়াখালী: পটুয়াখালীতে অভিযান চালিয়ে ১২০ কেজি জাটকা জব্দ করেছে র‌্যাপিড অ্যাকশন ব্যাটালিয়নের (র‌্যাব-০৮) সদস্যরা।
শনিবার (১৩","November 13, 2021",Miscellaneous,Miscellaneous
খালে মিললো নিখোঁজ নারীর অর্ধগলিত মরদেহ,https://banglanews24.com/national/news/bd/892209.details,"পটুয়াখালী: পটুয়াখালীর বাউফলে নিখোঁজের ১৫ দিনপর চার সন্তানের জননী ফেরদৌসী বেগম (৩০) নামে এক নারীর মরদেহ উদ্ধার করেছে পুলিশ।
শনিবার","November 13, 2021",Crime,Law & Order
পটুয়াখালীর ১৯ ইউপির ১৩টিতে নৌকার জয়,https://banglanews24.com/election-comission/news/bd/892015.details,পটুয়াখালী: দ্বিতীয় ধাপের নির্বাচনে পটুয়াখালী জেলার চার উপজেলার ১৯টি ইউনিয়ন পরিষদের (ইউপি) ১৩টিতে নৌকা ও ৬টিতে স্বতন্ত্র,"November 12, 2021",Election,Politics & Movement
